"Model","Unit","Lesson","Word (EN)","Description (EN)","Word (ES)","Description (ES)"
"Grade 8",4,10,"Natural selection","The process by which organisms that are more suited to their environment survive and reproduce most successfully; also called ”survival of the fittest.“","Selección natural","El proceso por el cual los organismos que se adaptan a su entorno sobreviven y se reproducen con éxito; también llamado la supervivencia del más fuerte."
"Grade 8",4,11,"Artificial selection","Selection by humans for breeding of desirable traits from the natural variation that exists in organisms.","Selección artificial","Selección hecha por humanos para procrear rasgos deseables de la variación natural que existe en los organismos."
"Grade 8",4,11,"Hybrid","Offspring resulting from breeding (crossing) parent organisms with different traits.","Híbrido","Crías que resultan al cruzar (organismos primarios) con diferentes rasgos."
"Grade 8",4,11,"Hybridization","The process of breeding parent organisms with different traits to bring together the best traits of both organisms.","Hibridación","El proceso de cruzar organismos primarios con diferentes rasgos para reunir los mejores rasgos de ambos organismos."
"Grade 8",4,11,"Inbreeding","The continued breeding of organisms with similar traits in order to keep these desired traits.","Endogamia","El cruzamiento continuo de organimos con rasgos similares para mantener estos rasgos deseados."
"Grade 8",4,11,"Selective breeding","a method of breeding in which humans allow only individual organisms with desired traits to breed and pass these traits to their offspring","Crianza Selectiva","Método de cruzamiento por el cual los humanos solo permiten que organismos individuales con rasgos deseables se cruzen para heredar estos rasgos a sus hijos."
"Grade 8",4,13,"Genetic engineering","The process of making changes to the DNA of organisms.","Ingenería genética","El proceso de hacer cambios al ADN de los organismos."
"Grade 8",4,13,"Recombinant DNA","DNA produced by combining DNA from different sources.","ADN recombinante","ADN producido combinando ADN de diferentes fuentes."
"Grade 8",4,27,"3D printing","A process in which material is joined or solidified under computer control to create a three-dimensional object.","Impresión 3D","Un proceso en el cual un material es unido o solidificado debajo del control de una computadora para crear un objeto tridimensional."
"Grade 8",4,27,"Cartilage","Tissue that connects bones to bones.","Cartílago","Tejido que conecta huesos con otros huesos."
"Grade 8",4,28,"Advocate","To speak up about a problem and support a solution to the problem.","Defensor","El hablar sobre un problema y apoyar una solución al problema."
"Grade 8",4,28,"Documentary","A program that gives information about a subject and is based on facts.","Documental","Un programa que da información acerca de un tema y esta basado en hechos."
"Grade 8",5,3,"System","An assemblage of interrelated parts or conditions through which matter, energy, and information flow.","Sistema","Un conjunto de partes interrelacionadas o condiciones a través de las cuales hay un flujo de materia, energía y de información."
"Grade 8",5,3,"Baby boomer","Baby boomers are the demographic born between 1944 and 1964.","Baby boomer","Baby boomers son la demografía nacida entre 1944 y 1964."
"Grade 8",5,3,"Infographic","A visual representation of information, data, or knowledge intended to present information quickly and clearly. Infographics use graphics, illustrations, photos, icons, charts, and other visuals.","Infografía","Una representación visual de información, datos, o conocimiento que intende presentar información clara y rápidamente. La infografía usa gráficos, ilustraciones, fotos, iconos, tablas, y otros visuales."
"Grade 8",5,3,"Millennial","The Millennial generation reached adulthood around the year 2000. In general, they were born between 1974 and 1984.","Millennial","La generación Millenial llego a la adultez alrededor de los años 2000. En general, nacieron entre 1974 y 1984."
"Grade 8",5,4,"Infographic","A visual representation of information, data, or knowledge intended to present information quickly and clearly. Infographics use graphics, illustrations, photos, icons, charts, and other visuals.","Infografía","Una representación visual de información, datos, o conocimiento que intende presentar información clara y rápidamente. La infografía usa gráficos, ilustraciones, fotos, iconos, tablas, y otros visuales."
"Grade 8",5,5,"Joule","A unit of energy. A Mega-Joule is one million Joules.","Joule","Unidad de energía. Un Mega-Joule es un millón de Joules."
"Grade 8",5,5,"Energy efficiency","Percentage of total energy input to a machine or equipment that is consumed in useful work.","Eficencia energética","Porcentaje de energía total que entra a una maquina o equipamiento que es consumido por trabajo útil."
"Grade 8",5,12,"System","An assemblage of interrelated parts or conditions through which matter, energy, and information flow.","Sistema","Un conjunto de partes interrelacionadas o condiciones a través de las cuales hay un flujo de materia, energía y de información."
"Grade 8",5,12,"Sub-system","A self-contained system within a larger system.","Subsistema","Un sistema autónomo dentro un sistema más grande."
"Grade 8",5,13,"Ball bearing","A hard metal ball often used to reduce friction in a rotating machine.","Bola de metal","Una bola de metal duro usualmente usada para reducir la fricción en una máquina rotadora."
"Grade 8",5,15,"Magnetism","A physical phenomenon produced by the motion of electric charge, resulting in attractive and repulsive forces between objects.","Magnetismo","Un fenómeno físico producido por el movimiento de carga eléctrica, resultando en la atracción y repulsión de fuerzas entre objetos."
"Grade 8",5,15,"Non-contact forces","Forces that act on an object without physically coming into contact with it.","Fuerzas sin contacto.","Fuerzas que actuan en un objeto sin tener que estar en contacto físico."
"Grade 8",5,15,"Magnet","A piece of material (such as iron or steel) that is able to attract certain metals.","Imán","Un pedazo de material (cómo el hierro o acero) que es capaz de atraer ciertos metales."
"Grade 8",5,15,"Maglev","From &quot;magnetic levitation&quot; – a low-friction transport vehicle which glides above a track due to repelling magnetic forces.","Tren de levitación magnétca","Un vehículo de transporte de baja fricción que se desliza sobre una pista debido a las fuerzas magnéticas repelentes."
"Grade 8",5,15,"Force field","An area in which a particular force (such as magnetism) exists and can be felt.","Campo de fuerza","Un área en la cual un afuerza en particular (cómo el magnetismo) existe y puede ser sentida."
"Grade 8",5,17,"Accelerator","An apparatus for accelerating particles to high velocities by means of electric or electromagnetic fields.","Acelerador","Un aparato para acelerar partículas a grandes velocidades por medio de campos eléctricos o campos electromagnéticos."
"Grade 8",5,18,"Electric current","The transport of and electric charge (electrons), usually in a wire.","Corriente eléctrica","El transporte de y la carga eléctrica (electrones), usualmente en un cable."
"Grade 8",5,18,"Coil","A length of wire wound around a hollow core.","Rollo","Un pedazo de cable enrollado al redodor de un tubo hueco."
"Grade 8",5,18,"Motor","A machine, especially one powered by electricity, that creates motion.","Motor","Una máquina, especialmente una propulsada por electricidad, que crea movimiento."
"Grade 8",5,18,"Generator","A machine that converts mechanical energy into electricity.","Generador","Una máquina que convierte energía mecánica a electricidad."
"Grade 8",5,18,"Multimeter","An instrument designed to measure electric current, voltage, and resistance.","Multímetro","Un instrumento diseñado para medir la corriente eléctrica, voltaje, y resistencia."
"Grade 8",5,19,"Ammeter","Indicates the presence, direction, and strength of a current flowing in a wire.","Amperómetro","Indica la presencia, dirección, y fuerza de una corriente fluyendo en un cable."
"Grade 8",5,19,"Ampere (amp)","A unit of electric current, named after André-Marie Ampère.","Amperio (amp)","Unidad de corriente eléctrica, nombrada en honor a André-Marie Ampère."
"Grade 8",6,1,"Sustainability","Actions, processes, or resources that meet the needs of the present generation without compromising the needs of future generations.","Sostenibilidad","Acciones, procesos, o recursos que satisfacen las necesidades de la presente generación sin comprometer las necesidades de las futuras generaciones."
"Grade 8",6,8,"Solargraph","A pinhole photograph taken with a lens-less pinhole camera with a long exposure that tracks the Sun`s movement over long periods of time.","Gráfico solar","Una fotografía tomada con una cámara estenopeica con larga exposición que rastrea el movimiento del sol durante largos periodos de tiempo."
"Grade 8",6,10,"Angle of insolation","The angle at which the Sun`s rays strike a particular location on Earth.","Ángulo de insolación","El ángulo en el cual los rayos del sol dan sobre una ubicación en particular en la Tierra. "
"Grade 8",6,18,"Lexicon","A compilation of themes and terms associated with a particular subject.","Léxico","Una recopilación de temas y términos asociados con un tema en particular."
